"code","iso","country","region","total","CDI","A.1.1.1","A.1.1.2","A.1.1.3","A.1.1.4","A.1.2.1","A.1.2.2","A.1.2.3","A.1.3.1","A.1.3.2","A.1.3.3","A.1.4.1","A.1.4.2","A.1.5.1","A.1.5.2","A.1.5.3","A.2.1.1","A.2.1.2","A.2.1.3","A.2.1.4","A.2.1.5","A.2.2.1","A.2.2.2","A.2.2.3","A.2.2.4","A.2.2.5","A.2.2.6","A.2.2.7","A.2.2.8","A.2.2.9","A.2.2.10","A.3.1.1","A.3.1.2","A.3.1.3","A.3.1.4","A.3.2.1","A.3.2.2","A.3.2.3","A.3.2.4","A.3.3.1","A.3.3.2","A.4.1.1","A.4.1.2","A.4.1.3","A.4.1.4","A.4.1.5","A.4.2.1","A.4.2.2","A.4.2.3","A.4.2.4","A.4.2.6","A.4.2.7","A.4.2.8","A.4.3.1","A.4.3.2","A.4.3.3","A.4.3.4","A.4.3.5","A.5.1.1","A.5.1.2","A.5.2.1","A.5.2.2","A.5.2.3","A.5.2.4","A.5.2.5","A.5.2.6","A.5.3.1","A.5.3.2","A.5.3.4","A.5.3.5","A.1.1","A.1.2","A.1.3","A.1.4","A.1.5","A.2.1","A.2.2","A.3.1","A.3.2","A.3.3","A.4.1","A.4.2","A.4.3","A.5.1","A.5.2","A.5.3","A.1","A.2","A.3","A.4","A.5","A","B.1.1.1","B.1.1.2","B.1.1.3","B.1.1.4","B.1.2.1","B.1.2.2","B.1.2.3","B.1.2.4","B.1.2.5","B.1.3.1","B.1.3.2","B.1.3.3","B.1.3.4","B.1.3.5","B.1.4.1","B.1.4.2","B.1.4.3","B.1.4.4","B.1.5.1","B.1.5.2","B.1.5.3","B.1.5.4","B.1.6.1","B.1.6.2","B.1.6.3","B.2.1.1","B.2.1.2","B.2.2.1","B.2.2.2","B.2.3.1","B.2.3.2","B.2.3.3","B.2.3.4","B.2.4.4","B.2.4.5","B.2.4.6","B.2.4.8","B.2.4.9","B.3.1.1","B.3.1.2","B.3.1.3","B.3.1.4","B.3.1.5","B.3.2.1","B.3.2.2","B.3.2.3","B.3.2.4","B.3.2.5","B.3.3.1","B.3.3.2","B.3.3.3","B.3.4.1","B.3.4.2","B.3.4.3","B.3.4.4","B.3.4.5","B.3.4.6","B.3.4.7","B.3.5.3","B.3.5.4","B.3.5.5","B.1.1","B.1.2","B.1.3","B.1.4","B.1.5","B.1.6","B.2.1","B.2.2","B.2.3","B.2.4","B.3.1","B.3.2","B.3.3","B.3.4","B.3.5","B.1","B.2","B.3","B","C.1.1.1","C.1.1.2","C.1.1.3","C.1.1.4","C.1.1.5","C.1.1.6","C.1.1.7","C.1.1.8","C.1.2.1","C.1.2.2","C.1.3.1","C.1.4.1","C.1.4.2","C.1.4.3","C.1.5.1","C.1.5.2","C.1.6.1","C.1.6.2","C.1.7.1","C.1.7.2","C.1.7.3","C.1.7.4","C.1.7.5","C.1.8.1","C.1.8.2","C.1.8.3","C.1.8.4","C.1.8.5","C.1.1","C.1.2","C.1.3","C.1.4","C.1.5","C.1.6","C.1.7","C.1.8","C.1","C","D.1.1.1","D.1.1.2","D.1.2.1","D.1.3.1","D.1.3.2","D.1.3.3","D.1.4.1","D.2.1.1","D.2.1.2","D.2.2.1","D.2.3.1","D.2.3.2","D.2.3.3","D.3.1.1","D.3.2.1","D.3.2.2","D.3.3.1","D.4.1.1","D.4.1.2","D.4.2.1","D.4.2.2","D.4.2.3","D.4.2.4","D.4.3.1","D.5.2.2","D.5.3.2","D.5.4.2","D.5.5.2","D.5.6.2","D.1.1","D.1.2","D.1.3","D.1.4","D.2.1","D.2.2","D.2.3","D.3.1","D.3.2","D.3.3","D.4.1","D.4.2","D.4.3","D.5.2","D.5.3","D.5.4","D.5.5","D.5.6","D.1","D.2","D.3","D.4","D.5","D","E.1.1.1","E.1.1.2","E.1.1.3","E.1.2.1","E.1.2.2","E.1.3.1","E.1.3.2","E.1.3.3","E.1.4.1","E.1.4.2","E.1.4.3","E.1.5.1","E.1.5.2","E.2.1.1","E.2.1.2","E.2.2.1","E.2.2.2","E.2.3.1","E.2.4.1","E.2.4.2","E.3.1.1","E.3.1.2","E.3.2.1","E.3.2.2","E.3.2.3","E.3.3.1","E.3.3.2","E.3.3.3","E.4.1.1","E.4.2.1","E.4.2.2","E.4.2.3","E.4.2.4","E.4.3.1","E.4.3.2","E.4.4.1","E.4.5.1","E.4.5.2","E.4.5.3","E.5.1.1","E.5.1.2","E.5.1.3","E.5.2.1","E.5.2.2","E.1.1","E.1.2","E.1.3","E.1.4","E.1.5","E.2.1","E.2.2","E.2.3","E.2.4","E.3.1","E.3.2","E.3.3","E.4.1","E.4.2","E.4.3","E.4.4","E.4.5","E.5.1","E.5.2","E.1","E.2","E.3","E.4","E.5","E","F.1.1.1","F.1.1.2","F.1.1.3","F.1.2.1","F.1.2.2","F.1.2.3","F.1.3.1","F.2.1.1","F.2.1.2","F.2.1.3","F.2.1.4","F.2.2.1","F.2.2.2","F.2.2.3","F.2.2.4","F.2.2.5","F.2.3.1","F.2.3.2","F.2.3.3","F.2.3.4","F.3.1.1","F.3.1.2","F.3.1.3","F.3.1.4","F.3.2.1","F.3.2.2","F.3.2.3","F.3.3.1","F.3.3.2","F.3.3.3","F.4.1.1","F.4.2.1","F.4.2.2","F.4.2.3","F.4.2.4","F.5.1.1","F.5.1.2","F.5.1.3","F.5.1.4","F.5.2.1","F.5.2.2","F.5.3.1","F.5.3.2","F.5.3.3","F.5.3.4","F.5.3.5","F.5.4.1","F.5.5.1","F.5.5.2","F.5.6.1","F.5.6.2","F.5.6.3","F.1.1","F.1.2","F.1.3","F.2.1","F.2.2","F.2.3","F.3.1","F.3.2","F.3.3","F.4.1","F.4.2","F.5.1","F.5.2","F.5.3","F.5.4","F.5.5","F.5.6","F.1","F.2","F.3","F.4","F.5","F.","G.1.1.1","G.1.1.2","G.1.2.1","G.1.2.2","G.1.3.1","G.1.3.2","G.1.3.3","G.2.1.1","G.2.1.2","G.2.1.3","G.2.1.4","G.2.2.1","G.2.2.2","G.2.3.1","G.2.3.2","G.2.3.3","G.2.3.4","G.2.4.1","G.2.4.2","G.2.4.3","G.2.4.4","G.3.1.1","G.3.1.2","G.3.1.3","G.3.2.1","G.3.2.2","G.1.1","G.1.2","G.1.3","G.2.1","G.2.2","G.2.3","G.2.4","G.3.1","G.3.2","G.1","G.2","G.3","G"
100,"BGR","Bulgaria","Europe and Central Asia",45.47,45.15,5.4,66.52,100,71.92,39.84,100,92.78,0.85,98.54,87.79,67.94,78.47,100,99.3,99.99,98.31,33.63,41.03,62.19,81.18,62.38,95.76,62.88,57.44,76.43,74.27,47.01,67,47.32,37.08,2.35,15.45,57.44,21.48,49.65,75.68,45.62,21.82,97.54,4.52,0,33.51,95.61,92.4,70.53,96.72,98.63,38.67,71.64,21.78,57.77,11.12,53.77,20.67,81.6,13.81,78.84,1.4,5.15,44.85,54.08,53.46,48.73,100,39.1,85.3,70.17,98.71,55.29,35.96,77.54,62.39,73.21,66.66,63.27,33.51,24.18,31.33,2.26,58.41,40.93,32.09,2.57,50.19,63.54,63.39,47.06,19.37,44.1,40.06,42.8,99.15,93.93,95.61,74.8,96.09,78.44,99.6,100,47.54,0,22.98,84.43,4.09,68.37,79.94,85.99,97.34,77.69,60.1,2.04,49.01,84.1,9.52,53.61,40.02,90.66,94.58,91.37,83.05,61.54,41.86,18.39,7.35,13.77,16.23,36.74,2.24,16.6,84.31,80.09,50.16,16.58,29.8,99.55,41,51.8,38.9,95.78,3.12,98.22,3.35,91.67,38.2,100,100,13.9,52.83,43.1,37,83.6,44.8,90.87,84.33,35.97,65.82,48.81,34.38,92.62,58.14,32.28,9.51,52.19,65.41,34.89,56.66,33.08,62.81,51.94,28.68,49.31,0,0,0,0,0,50,0,50,0,0,82.3,0,0,0,50,50,50,50,50,50,50,50,0,59.04,55.34,64.75,59.9,43.6,12.5,0,41.15,0,50,50,40,56.53,32.5,32.5,6.36,10.72,78,88.27,93.44,85.27,86.03,52.37,71.4,83.3,88.9,85.2,40.33,78.88,98.22,42.11,98.44,33.33,72.85,14.79,80,33,74.44,20.21,95.4,96.79,99.61,99.98,89.25,8.54,78,88.99,86.03,0,83.3,71.48,78.88,49.11,98.44,53.09,50.56,20.21,95.4,96.79,99.61,99.98,89.25,60.56,45.29,75.99,42.17,69.64,57.93,100,99.96,87.19,93.03,68.1,49.1,24.87,3.71,100,98.05,100,3.96,73.56,100,100,98.12,99.21,75,99.9,78.27,42.32,55.82,96.47,98.88,89.82,98.79,90.25,68.83,100,65.49,4.24,18.42,72.61,32.32,92.4,9.37,42.91,89.1,89.02,60.8,2.5,0.07,13.31,3.85,95.72,80.57,25.89,99.35,38.76,100,98.66,75,89.08,49.07,95.06,85.96,100,40.19,62.36,9.37,73.68,21.12,1.92,66.02,91.79,76.69,57.12,11.52,60.63,25,75,41.67,58.33,0,0,24.21,38.86,33.69,100,100,25,0,25,0,25,0,25,0,25,15.36,5.38,25,25,41.67,25,16.67,0,0,0,0,41.67,0,0,0,41.46,7.98,95.56,2.75,81.43,100,83.4,8.85,48.62,74.64,0,83.25,0,12.05,9.37,42.2,14.24,47.22,19.44,24.21,68.14,15,12.5,17.69,27.78,0,0,10.42,36.25,0,28.17,0,6.02,17.19,28.57,33.88,15.17,5.21,15.97,19.76,0,100,0.4,83.31,89.96,6.81,27.3,93.16,78.73,49.68,93.35,100,99.88,80.84,100,0,87.8,64.31,88.19,75.55,91.17,1.35,99.15,22.72,31.97,73.05,50,41.85,41.36,32.1,99.95,71.81,79.81,41.08,52.51,44.84,69.64,45.87,52.92
104,"MMR","Myanmar","East Asia and Pacific",42.71,42.1,4.24,29.6,58.42,62.18,48.61,33.33,91.47,40.73,85.32,98.31,97.11,62.23,98.98,81.22,99,24.4,19.08,18.02,47.45,0,26.4,96.6,76.78,60.42,75.14,23.76,21.57,37.13,17.3,26.96,2.62,60.44,90.26,74.64,53.81,95.87,75.87,4.5,68.03,4.88,37.28,63.57,57.04,79.46,16.53,99.29,64.79,37.01,41.35,2,100,10.89,59.09,21.93,58.4,22.15,58.66,7.91,0.18,37.49,8.6,37.3,11.3,61.19,76.82,97.64,99.15,99.99,70.47,24,57.81,74.78,79.67,65.99,21.79,15.31,56.99,37.42,2.44,50.78,30.56,23.41,0.09,25.98,74.19,61.84,18.26,33.64,35.13,34.42,36.66,70.1,39.23,57.04,82.52,37.12,86.8,99.36,56.32,94.37,80.13,77.25,60.94,29.21,94.75,48.83,62.47,93.42,31.54,50.34,11.97,7.54,70.18,75.17,83.91,74.97,87.06,88.57,94.37,64.4,35.97,60.56,47.52,3.1,92.1,97.22,74.02,87.38,97.02,64,19.24,45.8,84.53,70.6,91.98,23.4,55.1,41.2,79.49,0.38,65.73,21.42,96.82,12.3,51.8,49.6,0,4.82,51.57,16.7,67.9,54.8,62.22,74.8,68.46,51.18,35.01,78.02,87.82,52.92,36.79,49.75,56.84,58.23,29.18,30.76,27.88,61.48,60.41,27.33,50.91,0,0,0,0,0,0,0,0,0,0,63.8,0,0,0,50,50,0,50,0,0,50,0,0,24.38,16.57,33.26,38.3,2.52,0,0,31.9,0,50,25,10,23.01,17.12,17.12,2.87,7.85,89,83.75,76.73,99.84,73.64,14.3,42.9,83.3,91.67,88.9,94.88,86.68,65.69,68.88,76.72,33.33,86.42,95.52,80,64.67,87.22,41.5,84.66,94.56,100,0,97.68,5.36,89,86.77,73.64,0,83.3,91.82,86.68,32.84,76.72,59.88,81.85,41.5,84.66,94.56,100,0,97.68,59.11,51.03,67.77,61.36,54.4,58.38,59.66,82.63,75.79,77.48,47,11.31,55.07,20.64,36.57,96.89,98.96,2,89.54,100,100,10.85,4.49,25,86.5,43.67,55.89,63.18,92.61,88.18,85.77,87.65,47.08,25.34,100,27.14,2.08,0.43,98,29.7,60.82,0.09,45.97,79.18,80.67,51.61,0.04,1.56,16.57,7.69,72.69,62.24,29.01,77.47,45.77,100,7.67,25,65.08,59.54,88.86,53.36,100,31.91,45.26,0.09,68.6,17.74,3.85,56.37,51.37,67.24,49.17,10.79,46.99,0,50,0,75,75,75,34.73,100,100,4.7,45.02,75,25,25,25,25,100,75,25,25,1.82,7.51,25,25,50,25,33.33,50,75,75,75,50,50,50,75,42.12,70.48,0,23.85,69.65,74.33,47.59,13.55,0,57.74,11.74,44.4,20.43,72.29,28.24,0,6.17,16.67,75,34.73,62.43,35,56.25,14.83,36.11,66.67,75,56.25,28.15,0,12.23,0,36.14,9.41,46.51,52.12,37.57,65.62,15.21,43.41,25,0,14.47,84.74,3.61,50.06,9.43,94.11,62.91,45.39,89.8,100,98.73,99.41,48.4,38.81,98.99,96.31,85.29,83.15,99.99,86.21,0,63.2,3.43,73.72,12.5,49.6,21.03,27.07,99.43,71.9,91.19,49.8,38.57,25.07,71.13,45.09,46.63
108,"BDI","Burundi","Sub-Saharan Arica",36.43,35.35,0.59,17.08,14.93,66.16,12,100,99.32,0.41,79.47,96.96,99.93,56.03,90.16,61.4,74.64,17.14,45.79,5.07,31.41,19.29,8.67,96.68,77.44,59.87,75.39,26.35,14.34,27.1,13.51,3.8,0.1,51.73,76.02,16.4,39.94,100,76.41,4.64,68.07,4.94,98.88,84.65,45.06,4.22,0,85.45,31.55,27.71,41.59,5.18,47.35,10.74,62.22,21.72,42.3,22.13,50.84,0.02,0.01,24.63,0.42,5,0,0,78.22,98.43,98.79,99.97,71.36,20.96,70.44,58.95,77.98,54.94,23.74,9.38,36.06,34.99,2.47,46.56,23.93,18.63,0,5.01,74.3,57.62,15.92,25.02,29.84,27.06,31.09,34.02,43.24,45.06,64.08,79.24,80.2,19.19,68.21,98.96,98.1,91.14,93.46,85.33,81.85,6.58,8.75,83.43,5.21,13.27,76.01,33.29,88.07,95.99,94.38,100,80.82,84.7,54.21,57.33,12.24,50.4,39.72,0.65,59.62,30.19,98.34,6.12,6.07,59.87,0,38.62,54.78,100,97.23,32.7,66.5,39.2,100,0.31,29.17,1.02,98.51,7.4,45.2,46.2,0,0,52.4,25.3,90.7,48.5,46.6,69.16,89.97,24.69,52.66,96.79,82.76,37.18,25.75,22.26,50.66,67.13,10.17,28.19,32.9,62.52,45.83,24.11,45.99,50,100,0,0,0,50,0,50,0,0,50.9,0,0,0,50,50,50,50,50,50,50,0,0,7.3,11.71,22.68,22.1,16.41,31.25,0,25.45,0,50,50,30,16.04,23.62,23.62,14.28,6.15,44,80.6,81.13,17.41,45.73,14.3,49.21,33.3,97.22,88.9,95.24,14.76,29.08,71.82,92.59,0,30.89,92.7,20,100,100,33.56,24.86,97.73,100,37.08,95.58,10.22,44,59.71,45.73,0,33.3,93.79,14.76,14.54,92.59,15.44,78.17,33.56,24.86,97.73,100,37.08,95.58,37.21,36.51,38.18,41.6,49.13,39.76,0,80.49,12.89,95.93,27.78,0,2.6,1.7,21.97,72.76,74.87,2.3,0,100,100,9.85,38.01,25,0,0.82,13.51,6.26,81.27,90.89,93.3,24.86,0,33.8,80,14,5.96,0,45.44,27.83,31.75,0.35,41.05,86.16,100,52.84,0.01,14.72,57.28,19.23,31.13,61.85,1.44,56.53,1.15,100,23.93,25,0.41,9.89,88.49,19.56,80,16.35,29.79,0.35,75.74,22.52,9.62,28.15,42.4,39.31,40.45,16.07,33.27,0,0,75,25,25,0,11.95,26.86,22.87,0.42,0,25,0,25,50,25,0,75,25,25,89.74,9.18,25,16.67,0,50,16.67,0,25,0,25,25,25,25,25,92.43,62.99,88.89,23.26,67.89,72.24,77.59,36.66,63.44,0.2,12.83,44.25,21.18,70.63,66.13,62.36,5.98,25,16.67,11.95,12.54,25,31.25,35.15,22.22,8.33,25,25,61.08,0,35.54,0,35.32,42.83,17.51,22.43,22.81,25,31.35,23.82,25,0,24.51,88.86,6.02,64.45,18.76,94.23,56.73,38.3,89.78,100,67.45,98.77,100,100,100,99.68,97.7,91.04,98.12,94.03,94.77,100,0,65.68,12.5,56.69,29.75,23.76,85.35,99.63,96.64,96.27,32.84,29.98,75.99,69.68,57.96
112,"BLR","Belarus","Europe and Central Asia",47.65,48.74,7.6,79.22,40.54,97.1,48.02,100,88.73,1.38,57.1,98.68,65.51,83.22,100,99.66,91.9,41.89,34.5,45.34,39.89,59.33,11.03,97.66,73.63,65.02,73.67,43.68,28.92,36.68,22.33,39.84,2.13,46.03,47.78,28.88,100,77.9,73.24,4.04,59.51,4.92,8.07,34.48,99.17,88.97,75.13,91.18,97.7,69.39,60.46,17.15,44.85,11.99,74.7,21.52,81.7,21.2,84.93,5.91,0.72,72.83,49.78,61.54,25.15,100,45.47,84.49,76.8,99.24,68.04,45.98,78.92,52.39,74.36,63.97,44.19,18.25,31.2,44.47,2.46,61.17,41.98,33.33,0.36,51.55,65.13,62.96,30.06,26.08,45.77,40.4,41.05,100,99.94,99.17,93.09,94.52,85.15,98.65,100,61.33,5.03,39.59,100,79.11,24.07,84.42,6.13,94.52,74.42,79.61,3.36,43.99,96.02,2.37,52.61,29.47,78.08,91.64,68.15,74.1,38.68,59.81,32.71,55.7,4.59,0.2,23.69,19.11,13.9,84.78,99.29,57.78,0,19,100,24.1,68.8,54.9,100,0.47,93.5,4.04,89.73,70.6,100,60.8,7.2,41.47,51.37,27.5,91.3,55.1,98.05,87.93,49.56,46.27,55.74,28.15,84.86,47.42,46.72,6.83,52.17,69.56,32.67,52.83,34.78,64.91,48.63,29,49.25,0,0,0,0,0,50,0,50,0,0,77.1,0,0,0,50,50,50,50,50,0,0,0,50,9.58,43.05,32.79,43.9,40.57,12.5,0,38.55,0,50,50,20,33.98,25.33,25.33,3.83,7.15,96.33,89.1,0.38,91,97.9,14.3,42.9,83.3,85.2,90.75,14.65,84.07,93.5,75.63,100,100,95.47,6.03,80,46.67,57.4,0,33.02,93.79,100,92.91,84.8,5.49,96.33,60.16,97.9,0,83.3,63.53,84.07,46.75,100,97.74,47.53,0,33.02,93.79,100,92.91,84.8,60.86,43.05,77.85,51.46,56.46,57.35,84.75,99.81,65.1,95.08,68.1,25.52,48.92,0.3,34.58,97.67,100,7.36,95.04,100,100,99.52,82.96,100,100,79.09,76.25,64.95,75.29,90.67,89.65,100,95.99,75.88,100,79.73,2.05,0.09,65.98,32.92,63.67,5.29,12.17,79.8,87.35,37.02,1.89,4.36,86.75,3.85,83.22,81.59,24.91,77.41,51.2,100,91.24,100,89.55,70.6,85.2,90.62,100,36.96,48.29,5.29,59.78,14.42,1.92,63.06,95.51,82.13,50.06,8.17,59.79,100,100,75,75,50,75,10.55,38.86,33.69,100,100,75,75,75,75,75,0,50,25,25,1.12,7.79,25,25,100,75,16.67,75,75,100,100,100,50,25,75,66.88,20.55,76.17,20.72,68.62,74.39,69.39,34.6,61.76,76.8,11.88,48.51,19.16,31.35,51.99,45.71,6.81,91.67,66.67,10.55,68.14,75,25,14.73,63.89,83.33,100,62.5,40.9,0,33.15,0,15.67,32.57,56.28,56.1,51.16,81.25,22.01,53.36,0,100,10.06,81.59,0,0.93,3.9,94.08,83.48,57.19,90.75,100,99.7,75.73,99.44,0,100,61.88,78.82,46.29,99.58,14.76,99.73,33.76,24.52,75.05,50,45.82,1.61,35.17,99.86,72.55,71.64,49.42,49.79,31.77,68.55,49.57,49.47
116,"KHM","Cambodia","East Asia and Pacific",41.18,39.98,3.71,31.66,97.89,89.9,50.82,33.33,93.26,4.9,22.4,99.77,96.43,74.04,100,85.27,98.67,26.21,41.2,7.95,46.4,0,14.03,96.52,75.67,61.43,74.71,56.25,37.45,37.54,23.71,11.65,0.87,30.72,66.56,21.74,50.74,100,74.63,4.25,67.59,4.8,56.43,53.35,75.41,71.44,8.16,78.59,77.32,41.67,41.23,1.46,63.87,11.28,59.7,22.19,58.1,22.05,52.25,9.28,1.68,61.04,2.5,40.65,25.66,91.42,79.59,96.85,98.78,99.96,68.73,31.32,59.14,42.35,85.23,66.22,24.35,18.06,29.97,37.68,2.4,52.96,30.03,22.07,0.84,36.88,73.9,57.08,20.93,23.53,35.26,38.38,35.03,80.99,61.86,75.41,65.96,43.98,87.62,96.72,68.64,95.65,87.75,84.66,80.74,77.62,87.22,51.09,88.02,93.04,42.86,48.39,28.33,16.35,86.08,73.57,83.91,86.7,94.55,85.77,90.17,85.31,18.36,22.72,10.53,1.5,15.65,92.16,85.64,80.11,38.13,76.31,20.15,52.99,41.13,73.8,94.01,13.8,51,80.8,100,0.2,45.42,8.56,97.82,11.2,41.4,49.4,0,2.89,50.23,31,26.4,49.1,71.05,78.52,83.6,58.04,44.79,81.39,90.16,58.49,13.28,34.63,52.87,67.92,18.06,28.96,21.3,69.51,54.5,26.16,52,50,100,50,0,0,50,50,50,0,0,56.2,50,50,50,50,50,50,50,50,50,0,0,0,12.47,32.19,33.69,31.1,9.17,43.75,0,28.1,50,50,50,20,23.72,31.51,31.51,1.64,26.59,100,81.45,10.5,91.04,68.77,19.07,49.24,50,86.12,77.8,92.21,9.42,45.35,64.54,84.75,0,100,74.49,60,27,10.54,4.41,89.06,99.26,100,74.98,98.97,14.11,100,61,68.77,0,50,85.38,9.42,22.68,84.75,50,43.01,4.41,89.06,99.26,100,74.98,98.97,58.08,39.17,36.07,33.86,66.77,46.35,45.86,99.58,47.15,70.8,47,25.72,48.2,8.92,38.32,96.89,94.16,10.12,64.41,100,100,76.56,2.43,25,91.44,33.78,50.81,29.95,78.96,90.07,88.9,91.04,36.29,13.59,100,31.71,0.08,1.99,90.28,28.61,53.97,1.02,24.48,89.51,96.44,59.42,1.55,3.99,14.6,11.54,64.2,58.9,27.62,76.45,37.26,100,39.49,25,62.61,40.38,85.98,46.97,100,31.01,41.29,1.02,70.14,21.65,5.77,51.39,59.35,57.77,48.69,13.71,46.18,0,50,0,75,75,0,15.29,26.48,25.04,15.64,3.12,25,50,0,50,50,100,50,0,25,5.59,10.17,0,0,50,25,25,50,25,25,50,50,50,25,25,47.38,75.88,84.33,24.33,72.25,77.63,18.04,18.07,49.78,79.05,10.06,45.23,19.08,83.69,19.77,0,6.56,16.67,50,15.29,17.57,35,43.75,3.94,33.33,33.33,50,37.5,51.9,0,17.18,0,41.84,6.59,30.12,31.4,22.07,43.75,21.12,29.69,25,0,10.98,91.06,4.82,53.95,1.71,93.93,74.46,52.47,89.97,100,9.04,98.7,100,8.58,100,95.81,84.99,86.53,97.41,88.52,0,81.6,4.33,66.35,12.5,51.02,20.16,31.73,59.07,81.33,91.19,56.71,35.34,25.13,66.04,47.75,45.84
12,"DZA","Algeria","Middle East and North Africa",41.7,40,20.08,25.32,4.57,90.47,0.77,100,99.61,0.46,96.26,57.81,81.37,56.75,100,72.58,95.68,95.19,38.21,29.52,46.31,44.93,21.69,95.77,73.47,62.64,73.98,40.37,34.52,20.03,28.26,27.28,6.26,52.5,75.66,18.59,60.93,39.01,75.07,4.04,70.12,4.52,63.71,26.55,78.76,59.64,68.16,98.49,95.24,21.64,0,4.49,100,10.77,65.33,23.42,75.9,23.11,58.69,1.52,0.7,26.59,15.39,44.57,19,99.39,52.26,93.54,91.75,99.88,67.62,33.97,66.79,51.51,69.06,65.23,50.83,17.21,38.25,24.99,2.26,59.36,27.48,26.92,0.35,34.16,71.29,57.3,32.52,22.74,37.83,36.38,37.35,86.8,56.7,78.76,95.5,88.26,80.2,100,99.98,97.11,81.21,85.83,91.05,89.58,96.33,47.32,82.21,91.82,16.89,83.51,0,44.6,72.83,31.4,49.27,26.39,91.89,74.85,94.67,94.63,18.36,12.23,46.98,0.79,76.3,91.96,97.31,2.35,34.54,59.89,99.8,20.12,12.51,44.6,99.94,17.3,69.2,100,99.86,10.1,89.24,0.27,98.71,78.9,100,23.5,33.1,30.99,47.11,7.1,80.7,75.4,79.44,93.11,88.8,55.34,50.24,35.69,83.37,63.1,19.59,33.61,47.38,77.26,33.2,52.17,32.64,69.55,54.31,29.45,52.95,0,0,0,0,0,50,0,50,0,0,55.1,0,0,0,50,50,50,50,50,50,0,0,0,19.84,33.94,15.22,26.2,41.97,12.5,0,27.55,0,50,50,20,27.44,22.83,22.83,9.78,5.92,89,88.67,64.12,62.04,85.97,14.3,42.9,16.7,38.89,90.75,85.57,4.9,89.22,56.92,98.39,33.33,86.42,6.94,80,53,74.44,15.97,16.8,38.02,97.07,99.74,65.56,7.85,89,71.61,85.97,0,16.7,71.74,4.9,44.61,98.39,59.88,53.6,15.97,16.8,38.02,97.07,99.74,65.56,59.46,25.28,44.84,44.4,44.25,43.19,37.72,99.94,81.61,78.27,41.51,19.02,92.96,18.04,10.4,93,92.99,21.77,96.98,100,100,99.52,6.23,75,98.45,57.67,100,66.72,65.67,81.3,87.37,100,83.59,46.03,100,23.35,2.83,0,65.1,27.28,99.64,15.58,38.57,93.17,98.01,56.63,1.54,0,14.12,7.69,73.09,59.89,43.34,65.46,59.38,100,52.88,75,78.06,83.36,78.11,76.54,100,22.82,63.46,15.58,76.58,19.39,3.85,60.25,77.31,79.33,55.69,11.62,56.84,0,25,0,50,75,75,5.49,26.86,22.87,0.42,0,25,100,75,50,50,0,25,25,25,72.01,2.08,16.67,25,75,25,0,25,25,25,50,50,50,41.67,50,37.03,13.22,68.04,29.81,80.29,85.93,30.97,26.08,26.07,30.95,5.6,41.72,17.37,42.96,33.91,19.01,6.67,8.33,66.67,5.49,12.54,60,18.75,28.94,33.33,25,50,47.92,29.57,0,16.62,0,21.48,17.64,31.74,28.91,29.03,48.96,15.26,30.78,8.33,0,9.76,90.96,0,0.15,6.73,93.5,57.52,20.06,89.13,100,99.46,90.84,60.1,0.61,100,78.11,85.91,87.84,93.39,84.02,95.61,22.72,15.01,77.06,4.17,50.36,2.29,19.4,99.76,65.4,86.31,67.45,46.03,15.38,66.23,58.47,46.23
